Date,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
2018-03-12,-43,-81,-1,-18,-26,-14,-13,-20,9,4,1,-13,-54,-40,-14,-7,-14,-8,-43,-27,-31,-19,-32,7,-11,-14,-67,-21,-12,-15,-4,-14,-39,-21,-16,-14,-55,-48,-49,-23,-9,-46,-13,-19,0,-4,-7,-35,-7,-9,-5,-21,1,-16,-36,-38,9,-3,-3,-12,-19
2018-03-13,-29,-88,-4,-10,-15,-11,-8,-10,3,1,2,-5,-29,-32,-39,-9,-6,-4,-34,-20,-24,-29,-20,10,-11,-15,-66,-25,-7,-34,-4,-9,-190,-95,-35,-7,-37,-48,-41,-28,-20,-41,-13,-13,-15,-2,-11,-30,-4,-4,-21,-22,-22,-12,-17,-42,4,-18,3,-6,-4
2018-03-14,-12,-33,-1,8,-22,-1,-4,-8,-1,-69,-1,-6,-18,-23,-42,-4,-1,-9,-31,-19,-19,-18,-6,0,-51,-12,-40,-13,3,-27,-4,-5,-225,-50,-29,6,-31,-46,-34,-23,-10,-34,-12,-13,-9,1,-19,-29,-20,3,-15,-21,-16,-11,-13,-38,9,-10,5,-1,-6
2018-03-15,1,-34,8,-4,-17,4,-3,-9,1,-23,3,-25,-38,-23,-37,4,5,1,-29,-12,-13,-23,10,5,-49,-13,-27,-2,-14,-20,-4,-17,-110,-27,-8,12,-61,-56,-26,-19,-16,-43,-24,-6,-3,11,-22,-24,-8,7,-10,-25,-16,-5,-7,-47,1,-3,5,-31,2
2018-03-16,-26,-30,13,-81,-22,9,6,2,3,-15,15,-22,-23,-14,-26,-35,6,-26,-25,-11,-14,-30,-3,16,-32,-5,-21,-12,-7,-21,-8,-23,-85,-21,-3,-12,-47,-42,-25,-11,-9,-37,-8,11,4,12,-24,-18,-1,-2,-14,-15,-8,-4,0,-50,-14,-2,20,-30,-8
2018-03-17,-33,-29,8,-35,-20,11,4,-6,8,-6,14,-16,-38,-7,-26,-28,-1,-31,-23,-15,-22,-30,-12,11,-27,19,-19,-19,-2,-12,-9,-15,-96,0,-1,4,-36,-47,-11,-18,-13,-21,-2,12,5,8,-43,-16,-18,0,-12,-13,-5,-4,1,-43,-65,6,-73,-34,-1
2018-03-18,-23,-40,11,-17,-13,13,-2,-2,6,-5,-5,-11,-27,-16,-22,-22,-7,-15,-25,-11,-9,-34,-10,12,-34,4,-17,-24,-4,-18,3,-11,-64,-13,-9,-15,-31,-37,-9,-20,-15,-19,-2,9,-6,24,-38,-21,-10,-13,-8,-11,-1,-5,-5,-41,-55,-3,-106,-23,-1
2018-03-19,-19,-50,17,-9,-21,-2,-2,6,12,0,-24,-9,-8,-13,-22,-16,-54,5,-15,-8,1,-30,-11,17,-26,-6,-36,-15,-2,-20,-11,-11,-80,-38,-8,-8,-23,-40,-5,-20,-1,-12,-8,2,-33,-16,-19,-8,-20,-34,-5,-11,0,-3,2,-33,-36,1,-67,-30,2
2018-03-20,-20,-40,11,0,-20,-3,6,9,14,-6,-29,-14,-42,-13,-33,-13,-58,-6,-14,-4,-9,-19,-3,12,-23,-6,-37,-2,-3,-8,-2,-6,-65,-31,-17,4,-25,-26,-8,-30,4,-14,-14,6,-117,-7,-29,-7,-13,-29,-4,-12,-1,-9,-7,-24,-31,11,-53,-26,2
2018-03-21,-21,-36,10,-2,-11,-12,0,-4,4,-5,-20,-11,-31,-13,-16,-7,-51,-47,-7,-4,-11,-21,7,-32,-14,-17,-25,0,5,-16,-10,-3,-57,-107,-10,-17,-21,-26,-5,-31,1,-41,-4,16,-66,-5,-26,-10,-14,-25,2,-11,-7,-6,-5,-17,-41,-8,-37,-13,-3
2018-03-22,-39,-51,15,6,-13,2,11,-7,10,3,-14,-9,-27,-5,-11,-8,-45,-43,5,0,-16,-17,-18,-28,-11,-28,-24,-31,5,-30,-16,-1,-58,-74,-32,-38,-25,-23,1,-34,-19,-34,1,20,-30,-5,-23,-9,-1,-22,1,-6,-14,0,3,-12,-21,5,-34,-4,-18
2018-03-23,-22,-39,14,10,-7,6,11,-15,-11,-44,2,-2,-34,-6,5,-9,-48,-30,-13,8,-16,-28,-29,-13,-4,-14,-19,-31,-4,-23,-7,2,-74,-62,-12,-40,-13,-29,4,-29,-9,-20,8,1,-55,-9,-19,-8,8,-17,-8,-11,-8,1,-6,-16,-14,-2,-31,-5,-13
2018-03-24,-13,-37,8,10,-3,7,2,-17,-6,-46,3,-21,-164,-2,-7,-33,-45,-28,-4,-3,-23,-9,-28,-3,6,9,-14,-18,1,-25,0,1,-61,-41,-76,-34,-53,-25,6,-27,-10,-17,2,-3,-28,-78,-13,2,8,-8,-39,-5,-12,1,-1,-13,-11,2,-21,-2,-4
2018-03-25,-40,-28,-13,1,2,-1,7,-12,-7,-8,6,-25,-80,1,-15,-22,-47,-24,-3,15,-11,6,-30,10,-23,-6,-70,-38,1,-29,-4,-8,-37,-62,-194,-34,-34,-25,0,-38,-17,-31,2,-10,-21,-34,-2,12,-9,-11,-19,0,-12,3,-1,-11,-7,9,-12,-8,-6
2018-03-26,-29,-19,-68,6,9,7,6,-15,-7,-6,12,-21,-45,0,-17,-19,-39,-20,-6,-143,-20,-27,-45,-50,-58,1,-35,-18,-7,-29,-15,-52,-30,-71,-132,-20,-18,-21,-39,-26,-19,-20,-8,-1,-9,-26,2,2,-7,-6,-17,-16,-9,-4,-2,-4,-5,-8,-9,6,-1
2018-03-27,-33,-19,-194,6,-7,17,6,-5,-1,-13,-1,-34,-26,5,-13,-22,-39,-19,-24,-76,1,-75,-44,-28,-41,2,-14,-20,-11,-31,-18,-78,-12,-58,-85,-19,-21,-17,-46,-17,-15,-25,-1,1,-2,-14,-32,-7,-10,-14,-18,-38,-9,2,-1,-21,-15,-7,-13,4,-36
2018-03-28,-91,-13,-132,-2,-14,13,17,-1,0,-26,-11,-24,-17,-37,-6,-11,-32,-18,-32,-59,-24,-48,-44,-7,-28,3,-35,-44,-20,-25,-18,-65,-47,-53,-63,-20,-34,-23,-39,-18,-23,-20,1,1,-53,-4,-31,-24,-8,-10,-16,-41,-3,-10,2,-44,-24,-6,-8,-1,-35
2018-03-29,-54,-3,-115,-21,-1,-1,11,6,1,-28,-4,-30,-18,-37,0,-18,-31,-22,-26,-45,-7,-37,-83,-8,-37,-8,-53,-63,-3,-24,-12,-57,-85,-54,-35,-31,-31,-13,-31,-12,-35,-32,-13,4,-33,7,-53,-12,5,-6,-11,-29,0,-3,11,-15,-42,-7,-20,-11,-29
2018-03-30,-68,-24,-64,-22,-11,7,6,-20,5,-18,-3,-37,-23,-30,-6,-41,-28,-25,-14,-30,-6,-43,-69,-28,-35,-11,-34,-51,2,-17,-9,-52,-76,-106,-48,-29,-32,-21,-19,-3,-32,-30,-36,-3,-11,-5,-50,-12,-9,-5,-8,-26,-1,-8,4,-8,-36,4,-13,-10,-26
2018-03-31,-46,-31,-44,-70,14,18,9,-19,4,-11,-8,-34,-11,-37,-34,-20,-32,-19,-13,-26,-1,-30,-40,-22,-47,-22,-41,-38,-5,-9,-7,-34,-90,-69,-36,-16,-23,-15,-8,-3,-18,-18,-31,-39,-211,-12,-57,-8,2,-5,0,-20,1,-9,0,-1,-20,0,1,-7,-29
2018-04-01,-48,-34,-48,-212,-8,3,-1,-20,5,-5,-4,-44,-19,-42,-31,-20,-92,-24,-6,-137,-1,-29,-50,-24,-50,-8,-38,-50,-9,-15,-17,-39,-73,-33,-49,-8,-15,-13,-15,-10,-4,-7,-25,-18,-137,-16,-44,-4,0,-1,-31,-19,5,-16,-5,-13,-23,1,6,0,-21
2018-04-02,-39,-35,-34,-154,-16,2,3,-47,5,-16,-16,-26,-29,-28,-20,-25,-110,-17,1,-70,-5,-24,-63,-14,-31,-61,-28,-42,-18,-16,-10,-46,-55,-7,-45,-2,-11,-41,-41,-5,-16,0,-13,-40,-72,-22,-40,5,8,8,-31,-12,-1,-21,-27,-29,-14,4,-4,-6,-14
2018-04-03,-33,-24,-32,-105,-43,-3,8,-28,11,-11,-4,-26,-41,-24,-22,-4,-66,-30,4,-76,-10,-39,-53,2,-13,-75,-21,-57,-12,-23,2,-43,-43,-22,-53,-44,0,-65,-14,-1,-14,-4,-14,-24,-29,-14,-27,-25,8,10,-21,-1,1,-14,-26,-22,-13,5,-9,-30,-6
2018-04-04,-40,-32,-20,-73,-17,-3,14,-25,10,-7,-1,-28,-31,-13,-28,-6,-49,-35,-1,-54,-23,-58,-129,-1,-16,-50,-21,-64,-17,-16,-4,-90,-64,-20,-50,-43,-29,-72,-11,-18,-16,-11,-10,-38,-15,-9,-38,-40,-3,-3,-23,-5,5,-18,-21,-9,-15,7,-9,-17,-21
2018-04-05,-29,-52,-10,-52,-8,0,-13,-20,2,-4,-15,-26,-25,-6,-25,-18,-37,-13,-7,-49,-20,-58,-30,-1,-10,-37,-15,-84,-12,-13,-13,-58,-75,-18,-48,-22,-114,-53,-12,-11,-21,-2,-14,-34,-32,6,-40,-19,-44,-55,-16,-19,4,-33,-12,-39,-8,6,-2,-12,0
2018-04-06,-43,-37,-2,-46,-5,-1,-8,-11,14,-7,-11,-55,-17,-29,-23,-12,-32,-17,-9,-43,-37,-33,-36,-1,-7,-30,-23,-56,-5,-14,-7,-60,-45,-7,-30,-27,-45,-53,-3,-5,-13,0,-17,-66,-19,4,-23,-45,-22,-35,-15,-22,2,-70,-26,-10,-7,2,-3,-10,-7
2018-04-07,-12,-41,-8,-50,2,-33,-6,-11,-4,-15,-6,-24,-36,-17,-13,-15,-24,-14,-9,-38,-53,-19,-20,-14,2,-10,-19,-34,-7,-10,-10,-38,-58,-6,-32,-24,-37,-53,-83,-2,-19,-1,-25,-161,-31,3,-10,-24,-18,-20,-11,-16,2,-47,-23,-24,-9,-4,2,-6,-5
2018-04-08,-21,-22,-36,-52,7,-29,1,-8,8,-7,-6,-16,-19,-18,-13,-9,-19,-10,-27,-34,-41,-10,-12,-8,-3,-8,-14,-66,-6,-11,-7,-23,-48,-4,-26,-16,-37,-53,-76,9,-16,-5,-8,-66,-34,3,-15,-21,-9,-9,1,-14,7,-34,-12,-14,-7,-7,7,-24,-8
2018-04-09,-30,-14,-47,-38,-2,-21,-3,-12,0,-1,-3,-2,-27,-19,-54,-7,-20,-4,-39,-25,-40,-7,-14,-24,-12,-10,-12,-50,-29,-17,-6,-21,-40,-18,-35,-4,-32,-53,-54,-13,-15,-11,-3,-37,-53,10,-22,-14,3,-41,4,-16,-12,-33,-29,-7,-4,-6,6,-5,-15
2018-04-10,-89,0,-67,-27,-7,-24,-2,-6,3,1,-2,-5,-23,-9,-53,-4,-13,-5,-33,-24,-30,3,-13,-35,-4,-71,-8,-20,-21,-33,-8,-24,-32,-154,-15,1,-42,-45,-48,-13,-2,-12,-5,-51,-33,17,-22,-9,5,-38,-1,-13,-9,-21,-11,-8,4,-2,-30,0,8
2018-04-11,-40,15,-52,-50,-14,-27,4,-10,7,5,-3,2,-20,-14,-44,-12,-46,-9,-30,-13,-30,-62,-1,-37,-4,-76,-4,-24,-19,-23,-6,-17,-10,-132,-5,5,-15,-56,-40,-10,-39,-20,-16,-32,-64,13,-15,-14,4,-24,-2,-13,-9,-23,9,1,4,-1,-54,3,-1
2018-04-12,-22,19,-28,-54,-12,-18,5,-4,0,12,-6,11,-8,-8,-34,-11,-21,0,-26,-18,-21,-52,-5,-45,-108,-35,-3,-15,-9,-28,0,-17,-1,-108,-4,14,-18,-43,-38,-26,-19,-23,-6,-18,-131,-1,-7,-12,-36,-15,-12,-13,-10,-35,-23,-12,-1,-60,-15,-9,-4
2018-04-13,-21,17,-12,-38,-1,-14,-9,4,4,-14,3,-15,-28,-1,-28,-23,-40,2,-31,-12,-16,-27,-8,-47,-189,-18,-16,-14,1,-19,-2,-14,-31,-91,-4,8,-31,-40,-28,-18,-15,-3,-3,-15,-61,-23,-6,-10,-27,-2,-11,-8,-11,-25,-29,-36,-2,-37,-4,-38,1
2018-04-14,-1,6,0,-29,-28,0,-8,2,11,-15,14,-19,-32,1,-34,-18,-79,6,-24,-15,-14,-60,-2,-22,-92,1,-31,0,-11,-14,-6,-12,-24,-85,5,13,-35,-44,-22,-30,-11,-10,-3,-3,-43,-10,-11,-4,-23,-63,-2,-11,-5,-13,-15,-22,13,-19,-4,-37,-15
2018-04-15,0,-22,-10,-22,-66,13,-15,1,3,-7,10,-12,-26,1,-82,-17,-48,9,-18,-13,-21,-48,-16,-32,-42,0,-45,-9,-3,-4,-6,-7,-70,-65,6,10,-41,-38,-14,-33,-1,2,0,0,-32,-9,-11,0,-19,-48,-11,-5,-4,-25,-7,-10,-1,-11,-29,-14,-6
2018-04-16,-28,-35,-5,-33,-34,3,0,-4,11,5,-2,-11,-23,-21,-51,-14,-61,13,-12,-2,-11,-28,-25,-25,-30,5,-34,6,6,-12,-2,-10,-40,-44,12,12,-30,-43,-7,-23,-9,8,12,-48,-24,-7,-14,-17,-15,-39,-5,-19,-4,-15,4,-8,-2,2,-51,-18,-1
2018-04-17,0,-47,-5,-39,-23,1,3,-10,21,5,-11,-13,-37,-41,-33,-7,-58,8,1,-5,-28,-16,-13,-17,-49,-21,-28,8,0,-12,-2,-5,-43,-73,7,9,-12,-105,-7,-35,-44,-9,-53,-24,-20,-38,-26,-7,-5,-26,-12,-14,-2,-15,2,-13,-8,-3,-47,-19,3
2018-04-18,-22,-56,3,-35,-14,-6,3,-5,-80,2,-12,-6,-30,-28,-19,-35,-51,-48,0,-1,-18,-23,-5,-8,-20,-19,-18,14,3,-7,3,-11,-25,-69,-2,2,-19,-50,-4,-30,-36,-10,-22,-9,-71,-105,-18,-12,-7,-28,-15,-10,-9,-10,1,-20,0,2,-22,-7,14
2018-04-19,-87,-32,5,-18,-6,0,7,-12,-53,9,-33,1,-16,-41,-18,-20,-49,-39,0,-2,-60,-30,-3,5,-59,-9,-21,30,-18,-10,-12,1,-9,-38,-3,-26,-13,-30,-10,-26,-34,-3,-21,-8,-41,-82,-9,-8,-1,-18,-11,-8,-3,-7,-3,-11,1,-1,-21,-3,-3
2018-04-20,-40,-26,10,-11,-7,4,2,-8,-39,1,-19,3,-10,-28,-9,-7,-51,-26,-12,3,-43,-38,4,-2,-80,-12,-25,-1,-54,-2,-19,-4,-19,-36,6,-33,-20,-19,-12,-30,-23,-11,-24,-14,-21,-107,-6,7,-14,-9,-3,-5,-3,-10,-12,-13,5,5,-3,-4,-23
2018-04-21,-32,-12,-7,-1,-2,11,0,-11,-27,-1,-23,11,-6,-87,-26,-37,-53,-20,-16,-1,-35,-26,-7,4,-77,-15,-24,-1,-110,-3,-8,0,-4,-50,12,-14,-29,-15,-10,-26,-34,-10,-17,-4,-2,-50,-30,5,-8,-3,1,-7,-2,-9,-2,-6,9,-13,-19,6,-10
2018-04-22,-8,-15,2,-2,-2,-35,-1,-3,-18,-2,-22,-3,9,-75,-51,-17,-55,-29,-16,-19,-29,-11,-64,13,-65,-12,-26,1,-46,-9,1,-62,-2,-33,-4,-26,-10,-12,-9,-21,-53,-8,-6,0,-55,-41,-30,14,-2,-29,3,1,-2,-6,-7,-27,7,-8,-12,4,-38
2018-04-23,0,-9,-13,5,-17,-23,-17,2,-9,-5,-6,-16,0,-52,-29,-17,-49,-26,-12,-13,-21,-16,-49,9,-61,-2,-8,8,-33,-4,3,-35,-25,-66,4,-13,-8,-9,-34,-17,-18,1,0,1,-58,-40,-27,-6,6,-19,-19,-30,0,-19,-4,-16,16,-3,-6,1,-37
2018-04-24,-6,-25,-63,-100,-12,-6,3,8,-6,-2,-28,-13,5,-42,-19,-4,-40,-15,-12,-18,-14,-54,-33,-4,-42,7,-31,-2,-34,-6,-7,-23,-16,-74,-2,-22,-1,-13,-35,-13,-20,-39,-1,-26,-29,-31,-31,-5,-3,-16,-4,-29,6,-21,1,-76,-26,-9,-8,-4,-33
2018-04-25,-17,-3,-36,-82,-13,-3,13,2,1,2,-15,-1,-2,-32,-14,2,-39,-18,-6,-19,-28,-36,-102,0,-34,-41,-40,-8,-29,-11,-3,-15,-16,-53,-18,-14,1,-7,-32,-10,-4,-29,2,-26,-7,-24,-42,-8,1,-12,-5,-22,-3,-8,-8,-51,-22,-11,3,-1,-26
2018-04-26,-28,15,-28,-59,-6,-10,9,-10,1,8,-3,-22,-2,-30,-5,11,-36,-9,-6,-9,-14,-29,-60,-1,-50,-39,-32,-74,-23,-6,5,-5,-101,-41,-13,-10,5,-5,-9,-1,-5,-39,0,-7,-6,-8,-29,-2,3,-8,-3,-25,1,-3,-6,-33,-22,-14,8,0,-20
2018-04-27,-35,2,-35,-45,-1,-12,4,-15,-5,11,2,-26,1,-26,-15,7,-45,-13,-2,-4,-8,-24,-47,9,-74,-16,-23,-58,-41,5,-3,-4,-77,-42,-54,-7,-2,2,-25,-3,-3,-28,-14,-5,-3,-4,-16,9,5,-6,-7,-17,-5,-5,-4,-18,-16,-1,-4,-1,-19
2018-04-28,-30,-37,-31,-119,-8,-5,13,-27,2,10,5,-20,-42,-20,-18,-37,-27,-12,4,-6,-6,-32,-63,7,-39,-25,-13,-37,-67,-10,-6,-19,-66,-50,-54,-8,8,0,-23,-7,4,-21,-27,-25,-3,-24,-30,6,10,-11,-28,-16,3,-3,1,-15,-7,-5,-12,0,-15
2018-04-29,-31,-38,-42,-81,-1,-5,15,-20,7,-3,8,-19,-35,-19,2,-53,-53,-15,7,-12,-20,-21,-55,12,-45,-28,-44,-29,-44,-8,3,-16,-50,-68,-78,6,14,2,-21,-1,3,-13,-22,-11,-18,-20,-26,1,7,-8,-23,-19,3,-8,-6,-19,-5,7,-3,9,-11
2018-04-30,-15,-25,-40,-139,-2,-1,22,-9,2,-10,10,-11,-41,-25,-4,-38,-40,-17,7,-22,-18,-29,-45,6,-18,-46,-43,-31,-32,-4,12,0,-43,-56,-57,3,0,4,-12,1,-11,3,-21,-16,-14,-3,-44,-4,-18,-4,-28,-9,-2,-9,-32,-12,-4,-42,4,7,-4
2018-05-01,-24,-24,-30,-109,-9,-6,-17,-29,6,-10,8,-12,-25,-15,1,-27,-23,-5,6,-11,-17,-71,-29,8,-17,-31,-24,-48,-35,0,13,-10,-27,-26,-35,7,-15,-23,-2,-4,-19,-1,-18,-19,-2,-5,-52,-15,-26,1,-20,-6,1,-6,-29,-11,-47,-14,4,0,4
2018-05-02,-10,-22,-13,-73,-18,-8,-8,-20,8,-15,-5,-15,-18,-12,-29,-22,-19,-3,-8,-26,-52,-119,-38,9,-19,-30,-14,-35,-49,-23,-3,-9,-43,-15,-55,0,-1,-49,-27,2,-36,-36,-17,-27,6,-2,-25,0,-11,5,-16,-12,2,-24,-35,-12,-37,-5,3,-21,7
2018-05-03,-14,-5,3,-43,-7,-6,-2,-11,6,-7,-97,-7,-21,-4,-13,-15,-15,-16,-18,-76,-48,-89,-21,10,-10,-47,15,-3,-17,-54,-2,-9,-28,-20,-32,4,-5,-57,-48,4,-24,-54,-14,-14,6,1,-16,3,-16,10,-10,-9,2,-45,-25,-12,-19,4,-5,-14,7
2018-05-04,-23,-7,7,-26,-4,8,-17,-3,14,-18,-56,-6,-15,-6,-14,-8,-19,-11,-9,-47,-8,-114,-19,9,-6,-26,-26,-10,-21,-25,-1,-15,-28,-21,-21,-13,1,-38,-44,-3,-19,-119,-4,-17,4,3,-6,-1,-14,-13,-6,-10,-3,-33,-18,-6,-18,-29,-2,-6,11
2018-05-05,-7,-3,-34,-17,-10,22,-6,0,-17,-7,-39,-2,-10,-11,-4,-2,-18,-20,-20,-28,-25,-56,-9,20,-1,-18,-17,-25,-8,-33,2,-9,-66,-11,-12,4,-1,-39,-46,-10,-15,-94,7,-13,3,10,13,0,-1,-23,-5,-15,4,-23,-18,-2,-16,-16,-2,-1,6
2018-05-06,-10,-8,-1,-37,-20,-9,-1,0,-6,-10,-26,11,-11,-12,-30,-6,10,-5,-31,-24,-24,-40,-1,-10,5,-7,-12,-25,-15,-73,8,-107,-36,-9,-4,13,-2,-42,-35,-7,-15,-64,-3,-14,9,2,-8,-1,12,-14,3,-16,1,-22,-14,4,2,-7,-8,-6,13
2018-05-07,-3,9,12,-52,-13,-23,4,-3,-2,-2,-24,-40,-5,2,-44,-8,-5,-7,-16,-25,-19,-33,-6,6,7,-1,-5,-9,-12,-43,-13,-55,-57,-2,5,18,-9,-48,-35,5,-9,-41,-7,2,-19,-5,-31,-8,8,-29,-4,-8,-8,-21,-9,10,-6,-2,-4,-6,2
2018-05-08,13,18,-15,-75,-10,-7,3,5,-2,2,-19,-30,5,4,-27,-1,-8,-7,-13,-10,-10,-18,2,-9,15,4,-6,2,-7,-25,-2,-39,-37,0,2,-49,-42,-40,-42,-8,-6,-43,-2,18,-20,-19,-27,-4,-76,-17,-14,-7,-19,-23,-7,13,-5,-25,-3,-53,3
2018-05-09,-20,14,-7,-57,-13,-2,-1,8,-15,0,-13,-37,-3,-4,-27,-15,-10,-11,-16,-12,-10,-70,1,-14,-61,5,-1,-4,-11,-16,7,-29,-18,-24,1,-15,-42,-30,-27,0,-9,-43,6,-1,-50,-11,-28,1,-49,-10,-9,-2,-13,-15,-3,-25,-2,-20,8,-42,9
2018-05-10,-9,-10,-4,-45,-7,3,-7,1,-12,10,-6,-12,-2,-3,-26,-20,-3,-4,-25,-4,-15,-48,3,9,-44,16,7,-22,0,-11,6,-26,-9,-38,-10,-163,-59,-38,-18,-4,-3,-36,4,-10,-55,2,-56,4,-41,3,-8,4,-11,-7,-2,-21,3,-14,-9,-27,10
2018-05-11,3,-5,-1,-46,-4,3,-7,-39,-3,13,-7,-3,-2,6,-22,-10,-5,1,-11,-9,-25,-56,-8,-18,-96,11,-13,8,-3,-2,2,-22,-1,-59,5,-123,-33,-32,-15,1,-5,-31,1,-1,-35,-39,-35,7,-24,-16,-2,1,-11,-4,-12,-20,1,-20,-33,-18,16
2018-05-12,3,9,-30,-42,-10,0,-4,-12,-1,5,-6,-16,8,-7,-9,-11,-2,6,1,-13,-44,-44,-3,-46,-49,8,-39,9,-14,-13,3,-13,-23,-47,10,-69,-35,-29,-15,5,1,-37,12,-16,-36,-59,-22,-7,-23,-21,1,3,-7,-8,-7,-13,1,-14,-27,-13,10
2018-05-13,-16,-17,-44,-24,-20,4,-12,6,3,6,-16,-8,-37,-17,-16,-10,-10,14,10,-4,-24,-32,6,-20,-26,12,-40,-5,-21,-6,16,-10,-14,-23,-12,-71,-27,-21,9,-7,4,-25,-23,-1,-27,-22,-21,-8,-30,-13,-1,-2,0,-8,4,-26,7,1,-54,-15,12
2018-05-14,1,-42,-28,-27,-16,-10,-11,-7,10,9,-11,-4,-40,-12,-18,-15,-72,4,-20,-7,-14,-23,1,-34,-21,18,-39,-13,-15,-8,3,-9,-6,-13,-43,-44,-12,-15,-1,-15,5,-18,-16,3,-25,-49,-25,1,-19,-11,3,-1,-3,-3,5,-14,-3,3,-25,-9,19
2018-05-15,9,-30,-27,-27,-4,-3,-9,-18,17,12,-22,-6,-99,-18,-28,-5,-43,-27,-6,-2,-25,-7,-2,-20,-76,11,-28,-17,-16,-10,-1,-7,-9,6,-10,-31,-8,-26,-1,-14,-63,-2,-3,6,-19,-43,-27,-8,-103,-10,2,6,-5,-9,4,-6,8,6,-18,-9,16
2018-05-16,5,-22,-58,-1,-19,-5,-2,-9,4,12,-6,-18,-66,-10,-7,-46,-32,-23,-1,0,-25,-10,0,-12,-91,8,-21,-5,-16,-15,2,-20,-2,16,2,-23,-15,-28,-36,-14,-41,-5,6,-9,-9,-27,-16,-3,-86,-6,2,2,-2,-1,-12,-8,-7,3,-10,-11,2
2018-05-17,11,-14,-23,-13,-9,-1,7,-9,-2,4,-17,-13,-45,-6,-49,-29,-34,-30,-7,0,-28,-12,1,-4,-54,8,-21,4,-6,-15,7,-37,-11,12,-53,-10,-15,-20,-52,-17,-40,-18,8,-52,-6,-12,-15,8,-67,-1,-5,-1,-4,-8,-10,-13,-13,0,-3,-5,1
2018-05-18,6,-16,-27,-16,-2,4,7,-4,6,2,-5,-13,-31,0,-64,-8,-27,-19,-4,8,-19,-12,11,3,-76,-2,-38,-1,-14,-3,9,-46,-8,-17,-34,-21,-6,-20,-33,-9,-23,-20,3,-21,0,-2,5,16,-52,-7,-2,3,2,-20,-5,-3,-40,2,0,-5,-4
2018-05-19,2,-13,-23,-10,6,3,7,1,6,3,-12,-12,-20,2,-34,-5,-23,-11,3,8,-12,-6,-30,3,-43,2,-14,-37,-27,0,12,-29,-1,-40,-13,-36,-13,-18,-35,0,-16,-21,-9,-8,-10,-34,-13,12,-30,-14,-4,-1,-7,4,-4,-5,-40,3,-22,-2,0
2018-05-20,-12,-3,-16,-2,-13,4,-2,2,16,3,-8,-24,-10,-13,-24,-4,-21,-15,-10,-26,-10,0,-27,0,-53,5,-2,-30,-11,-2,10,-14,-12,-46,7,-22,-11,-13,-30,-12,-9,-12,-2,-6,0,-13,-12,3,-42,-10,-5,-7,8,-10,1,-8,-11,1,-17,5,-23
2018-05-21,-6,1,-17,3,5,6,12,7,10,9,-2,-27,-24,-17,-12,7,-58,-7,-6,-8,-7,-4,-20,17,-34,7,1,-48,0,0,9,-7,-14,-30,21,-16,-3,-6,-21,-12,-8,-26,5,-3,5,-16,-16,1,-51,-8,3,-13,4,-11,3,-1,-11,9,-10,-5,-19
2018-05-22,8,11,-17,11,18,10,12,11,3,12,0,-32,-14,-11,-7,3,-38,-14,-3,-7,-4,-47,-48,22,-21,9,-36,-36,-1,7,18,-13,-7,-64,0,-59,7,-6,-8,-7,-2,-19,9,1,19,-7,-43,4,-34,-7,5,-15,-3,-4,-2,-9,-3,3,-3,-8,-14
